run_name,condition,base,seed,cell,project,training_steps,preflight_steps,design_cells,family,cell_feedback,cell_history,cell_gradient,cell_predictor,policy_id,target_env_steps,actual_env_steps,window_limit,scalar_window_limit,environment,frameskip,snapshot_path,valid_sample_count,in_bounds_fraction,visited_cell_fraction,active_unit_fraction,silent_unit_fraction,active_unit_mean_spatial_information,active_only_map_cosine,unique_active_peak_bins,mean_physical_step_distance,stationary_step_fraction,path_efficiency,mean_absolute_circular_yaw_change,mono_field_unit_fraction,mean_primary_secondary_peak_distance,median_dominant_peak_nearest_neighbor_distance,graph_available,graph_reliable_edge_count,graph_reliable_edge_density,graph_largest_weak_component_size,graph_largest_strong_component_size,graph_reachable_pair_fraction,graph_mean_reachable_shortest_path_hops,graph_median_reachable_shortest_path_hops,graph_reliable_global_efficiency,graph_undirected_clustering,graph_directed_reciprocity,graph_small_world_propensity,graph_max_total_degree_fraction,graph_degree_herfindahl,graph_spatial_endpoint_valid_fraction,graph_reliable_edge_peak_distance_mean,graph_tctrl_peak_distance_correlation,graph_tctrl_peak_distance_pair_count,graph_prospective_attempt_count,graph_prospective_success_count,graph_prospective_success_fraction,graph_grounded_controllability
CPD_C15_ADD_ACT_BPTT_GOAL_S99,CPD_C15_ADD_ACT_BPTT_GOAL,C15,99,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S99/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8393351800554016,1.0,0.0,0.1290476769208908,0.30902767633575046,14.0,29.219736099243164,0.09164327271247813,0.10010767522238392,16.856626510620117,0.0,1442.3841552734375,0.0,1,12.0,0.05000000074505806,7.0,1.0,0.14166666567325592,2.3529412746429443,2.0,0.08361110836267471,0.0,0.0,1.0,0.0833333358168602,0.0729166641831398,0.0,0.0,0.0,0.0,40578.0,29996.0,0.7392182946205139,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S99,CPD_C15_ADD_ACT_BPTT_GOAL,C15,99,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8725761772853186,1.0,0.0,0.14193391799926758,0.3001072193534136,11.0,25.474580764770508,0.1323026851098454,0.10977410820248351,16.874340057373047,0.0,1424.9593505859375,0.0,1,13.0,0.05416666716337204,11.0,1.0,0.24583333730697632,3.8135592937469482,3.0,0.10716104507446289,0.0,0.0,1.0,0.07692307978868484,0.06804733723402023,0.0,0.0,0.0,0.0,69869.0,54052.0,0.7736191749572754,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S123,CPD_C15_ADD_ACT_BPTT_PASS,C15,123,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S123/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.05051013082265854,0.33378046558410934,15.0,35.38555908203125,0.02801208803508379,0.21846359630581325,15.885453224182129,0.0625,1388.7330322265625,223.60679626464844,1,2.0,0.008333333767950535,3.0,1.0,0.012500000186264515,1.3333333730697632,1.0,0.010416666977107525,0.0,0.0,0.2928932309150696,0.5,0.375,0.0,0.0,0.0,0.0,277.0,132.0,0.47653430700302124,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S123,CPD_C15_ADD_ACT_BPTT_PASS,C15,123,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S123/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8753462603878116,1.0,0.0,0.1338145136833191,0.24424329175301332,14.0,31.9971923828125,0.01632208922742111,0.07017366257864192,16.826753616333008,0.0,1075.1756591796875,150.0,1,12.0,0.05000000074505806,13.0,1.0,0.2541666626930237,3.704918146133423,3.0,0.10848049074411392,0.0,0.0,0.2928932309150696,0.125,0.0902777761220932,0.0,0.0,0.0,0.0,18034.0,12545.0,0.6956304907798767,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S123,CPD_C15_ADD_ACT_BPTT_PASS,C15,123,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S123/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.13097430765628815,0.26602852567324164,12.0,31.57598114013672,0.02760542750778119,0.12225520502474185,16.869876861572266,0.0,992.7528076171875,200.0,1,13.0,0.05416666716337204,13.0,10.0,0.5,5.125,5.0,0.1544857770204544,0.0,0.0,0.2928932309150696,0.11538461595773697,0.08579881489276886,0.0,0.0,0.0,0.0,50462.0,37834.0,0.7497522830963135,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S123,CPD_C15_ADD_ACT_BPTT_PASS,C15,123,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8698060941828255,1.0,0.0,0.14847144484519958,0.26243585800601316,15.0,31.902395248413086,0.015419039869812856,0.059854478417497047,16.88878059387207,0.0,1059.8314208984375,100.0,1,12.0,0.05000000074505806,12.0,1.0,0.2541666626930237,3.7704918384552,3.0,0.10666832327842712,0.0,0.0,0.44900771975517273,0.125,0.0833333358168602,0.0,0.0,0.0,0.0,80602.0,61310.0,0.7606511116027832,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S8,CPD_C15_ADD_ACT_BPTT_PASS,C15,8,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S8/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.05627528205513954,0.2970928001239925,15.0,36.53805160522461,0.014599505549846884,0.17068144311345199,14.88702392578125,0.0,1303.3096923828125,223.60679626464844,1,2.0,0.008333333767950535,2.0,1.0,0.008333333767950535,1.0,1.0,0.008333333767950535,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,442.0,210.0,0.4751131236553192,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S8,CPD_C15_ADD_ACT_BPTT_PASS,C15,8,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S8/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.13506349921226501,0.28496843692990054,15.0,31.945178985595703,0.018378202455173256,0.07588859796264684,16.809904098510742,0.0,1170.967529296875,150.0,1,10.0,0.0416666679084301,11.0,1.0,0.18333333730697632,3.204545497894287,3.0,0.08573908358812332,0.0,0.0,0.2928932309150696,0.15000000596046448,0.10499999672174454,0.0,0.0,0.0,0.0,14793.0,10030.0,0.6780233979225159,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S8,CPD_C15_ADD_ACT_BPTT_PASS,C15,8,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S8/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.1501465141773224,0.26899922427131184,15.0,32.29780197143555,0.016162335350658596,0.06235698602324458,16.83498764038086,0.0,1029.07958984375,200.0,1,9.0,0.03750000149011612,7.0,1.0,0.1041666641831398,2.200000047683716,2.0,0.0629861131310463,0.0,0.0,0.9250394701957703,0.1666666716337204,0.10493826866149902,0.0,0.0,0.0,0.0,39033.0,27132.0,0.6951041221618652,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S8,CPD_C15_ADD_ACT_BPTT_PASS,C15,8,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8725761772853186,1.0,0.0,0.15438807010650635,0.2540883369126444,13.0,31.898258209228516,0.014961655037734698,0.06583607598939319,16.875890731811523,0.0,1133.9139404296875,211.80340576171875,1,14.0,0.05833333358168602,15.0,1.0,0.3333333432674408,4.275000095367432,4.0,0.1297951191663742,0.0,0.0,0.2928932309150696,0.1071428582072258,0.07397959381341934,0.0,0.0,0.0,0.0,65386.0,45735.0,0.6994616389274597,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S99,CPD_C15_ADD_ACT_BPTT_PASS,C15,99,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S99/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.04814400523900986,0.2867780962618319,14.0,35.98309326171875,0.019453827683040985,0.19592931203428401,15.600655555725098,0.0,1215.90673828125,316.2277526855469,1,2.0,0.008333333767950535,2.0,1.0,0.008333333767950535,1.0,1.0,0.008333333767950535,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,173.0,52.0,0.3005780279636383,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S99,CPD_C15_ADD_ACT_BPTT_PASS,C15,99,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S99/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.12809693813323975,0.26784296797141266,14.0,32.2857780456543,0.014990643560328696,0.07432971254578111,16.745296478271484,0.0625,1041.6912841796875,200.0,1,11.0,0.04583333432674408,7.0,1.0,0.13750000298023224,2.2727272510528564,2.0,0.0803472250699997,0.0,0.0,1.0,0.13636364042758942,0.09090909361839294,0.0,0.0,0.0,0.0,16875.0,11592.0,0.6869333386421204,0.0
CPD_C15_ADD_ACT_BPTT_PASS_S99,CPD_C15_ADD_ACT_BPTT_PASS,C15,99,additive_ca3_action_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,passive,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_PASS_S99/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.16246432065963745,0.2663609952820596,15.0,32.11486053466797,0.013935651873175395,0.0683778456083843,16.824501037597656,0.0625,1071.5015869140625,100.0,1,13.0,0.05416666716337204,14.0,1.0,0.27916666865348816,3.7761194705963135,3.0,0.1178554892539978,0.0,0.0,0.2928932309150696,0.1538461595773697,0.08579881489276886,0.0,0.0,0.0,0.0,46930.0,33875.0,0.7218197584152222,0.0
