run_name,condition,base,seed,cell,project,training_steps,preflight_steps,design_cells,family_100k,cell_feedback,cell_history,cell_gradient,cell_predictor,policy_id,target_env_steps,actual_env_steps,window_limit,scalar_window_limit,environment,frameskip,snapshot_path,valid_sample_count_100k,in_bounds_fraction_100k,visited_cell_fraction_100k,active_unit_fraction_100k,silent_unit_fraction_100k,active_unit_mean_spatial_information_100k,active_only_map_cosine_100k,unique_active_peak_bins_100k,mean_physical_step_distance,stationary_step_fraction,path_efficiency,mean_absolute_circular_yaw_change,mono_field_unit_fraction_100k,mean_primary_secondary_peak_distance_100k,median_dominant_peak_nearest_neighbor_distance_100k,graph_available,graph_reliable_edge_count,graph_reliable_edge_density,graph_largest_weak_component_size,graph_largest_strong_component_size,graph_reachable_pair_fraction,graph_mean_reachable_shortest_path_hops,graph_median_reachable_shortest_path_hops,graph_reliable_global_efficiency,graph_undirected_clustering,graph_directed_reciprocity,graph_small_world_propensity,graph_max_total_degree_fraction,graph_degree_herfindahl,graph_spatial_endpoint_valid_fraction,graph_reliable_edge_peak_distance_mean,graph_tctrl_peak_distance_correlation,graph_tctrl_peak_distance_pair_count,graph_prospective_attempt_count,graph_prospective_success_count,graph_prospective_success_fraction,graph_grounded_controllability,family_65to75,run,window_low_m,window_high_m,n_behavior,n_spatial,train/env_steps,coverage_auc,dg_density,silent_fraction,usage_entropy,option_success,action_tv,action_sensitivity,target_num,target_count,shuffle_num,shuffle_count,correct,wrong,timeout,command_entropy,pair_coverage,candidate_pairs,candidate_sources,candidate_count,behavior_candidate_count,commanded_num,commanded_count,first_shuffle_num,first_shuffle_count,largest_scc,reachable_pairs,top3_incoming,ppo_dg_norm,encoder_dg_norm,gradient_ratio,gradient_cosine,row_conflict,env_steps,grounded_controllability,in_bounds_fraction_65to75,valid_sample_count_65to75,active_unit_fraction_65to75,silent_unit_fraction_65to75,visited_cell_fraction_65to75,active_only_map_cosine_65to75,unique_active_peak_bins_65to75,mono_field_unit_fraction_65to75,active_unit_mean_spatial_information_65to75,mean_primary_secondary_peak_distance_65to75,median_dominant_peak_nearest_neighbor_distance_65to75,hit_lift,first_lift
CPD_C15_ADD_ACT_DIR_GOAL_S8,CPD_C15_ADD_ACT_DIR_GOAL,C15,8,additive_ca3_action_direct_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_GOAL_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.1528749614953994,0.2564879949661387,15.0,32.202518463134766,0.0148698128559804,0.054876819501191,16.876922607421875,0.0625,1104.2833251953125,200.0,1,9.0,0.0375000014901161,7.0,1.0,0.0916666686534881,2.090909004211426,2.0,0.0584722235798835,0.0,0.0,1.0,0.1666666716337204,0.0987654328346252,0.0,0.0,0.0,0.0,59416.0,43274.0,0.7283223271369934,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_GOAL_S8,65,75,305,10,69992448.0,21.14434777377049,0.0666072656131147,0.0,0.9747317969508196,0.0782901327160655,0.0006119643730655,0.0365069144426229,28.554098360655736,580.8950819672131,34.5344262295082,550.4885245901639,23.757377049180327,453.96065573770494,0.0754098360655737,0.9024905252786886,1.0,,,,,23.757377049180327,477.71803278688526,31.295081967213115,477.71803278688526,1.022950819672131,0.1143715848983606,0.6286688424590163,0.3147052517868852,0.2911269351803279,1.1189829407213114,-0.0091930788367147,0.4979508196721312,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.55983379,0.194727455,15.5,0.06875,0.158035284,1068.4061900000002,175.967426,0.7835501117737446,0.7591409114719748
CPD_C15_ADD_ACT_DIR_GOAL_S99,CPD_C15_ADD_ACT_DIR_GOAL,C15,99,additive_ca3_action_direct_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_GOAL_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.1537887305021286,0.2846347738679785,13.0,31.824201583862305,0.0202198964594839,0.0655982783512447,16.88705825805664,0.0,1354.7353515625,100.0,1,12.0,0.050000000745058,10.0,1.0,0.1833333373069763,2.8863637447357178,2.5,0.0936507955193519,0.0625,0.0,0.2928932309150696,0.125,0.0902777761220932,0.0,0.0,0.0,0.0,72483.0,54955.0,0.7581777572631836,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_GOAL_S99,65,75,305,10,69992448.0,24.283211921311477,0.0657701837278688,0.0,0.976815202229508,0.0767645488786885,0.0006170433555908,0.0523805472163934,28.14754098360656,582.0262295081967,35.32131147540984,551.6065573770492,23.66229508196721,456.3508196721312,0.1278688524590163,0.8961499644590164,1.0,,,,,23.66229508196721,480.0131147540984,32.4327868852459,480.0131147540984,1.2524590163934426,0.2640163936065574,0.4932880501311475,0.4078294389672131,0.2748915444590164,1.477257867409836,-0.003488907327154,0.4831967213114754,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.561218835,0.221753814,15.1,0.0,0.1570903779999999,1350.86957,104.464612,0.7552495984506733,0.7295794581479984
CPD_C15_ADD_ACT_DIR_PASS_S123,CPD_C15_ADD_ACT_DIR_PASS,C15,123,additive_ca3_action_direct_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_PASS_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8476454293628809,1.0,0.0,0.1536527872085571,0.2750237044691727,15.0,31.90073013305664,0.0175443949472142,0.0768971358104147,16.873491287231445,0.0,1292.32373046875,0.0,1,12.0,0.050000000745058,12.0,1.0,0.2708333432674408,4.092307567596436,4.0,0.1085317432880401,0.0,0.0,0.7737689018249512,0.125,0.0798611119389534,0.0,0.0,0.0,0.0,71376.0,53909.0,0.7552818655967712,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_PASS_S123,65,75,305,10,69992448.0,33.21884338032787,0.0665062076459016,0.0,0.973717196819672,0.0761015844996721,0.0008344988901639,0.0415103395934426,28.36065573770492,612.8229508196721,36.4688524590164,582.3573770491803,23.098360655737704,476.1016393442623,0.0655737704918032,0.885976190819672,1.0,,,,,23.098360655737704,499.2,36.062295081967214,499.2,8.344262295081966,0.457991812885246,0.4701809887213115,0.4284359253770491,0.2482182589180328,1.787132939114754,-0.0033755032237377,0.4918032786885246,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.6041551249999999,0.1999198449999999,15.1,0.0,0.162316025,1245.12468,158.245553,0.739007302430152,0.6405127738885353
CPD_C15_ADD_ACT_DIR_PASS_S8,CPD_C15_ADD_ACT_DIR_PASS,C15,8,additive_ca3_action_direct_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_PASS_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8614958448753463,1.0,0.0,0.1437115669250488,0.2401552461029997,14.0,31.94106101989746,0.0153684981386928,0.0695511674649911,16.887062072753906,0.0625,1273.7000732421875,70.71067810058594,1,12.0,0.050000000745058,13.0,1.0,0.2916666567325592,4.142857074737549,4.0,0.1142956316471099,0.0,0.0,0.2928932309150696,0.125,0.0868055522441864,0.0,0.0,0.0,0.0,73103.0,51719.0,0.7074812054634094,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_PASS_S8,65,75,305,10,69992448.0,28.019860560655736,0.0643088418885245,0.0170081967213114,0.9521402429508196,0.0804777943767213,0.0005213327486901,0.0475966744229508,27.868852459016395,586.7803278688525,33.295081967213115,556.344262295082,23.540983606557376,449.4688524590164,0.081967213114754,0.8934178829508197,1.0,,,,,23.540983606557376,473.0098360655738,30.50163934426229,473.0098360655738,7.557377049180328,0.4508879819999999,0.4791604139672131,0.3629031798032787,0.2835882892131147,1.3819100708524588,0.0126665857360983,0.4977732279016393,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.5426592800000001,0.195447175,15.3,0.0645833349999999,0.1499509499999999,1344.74127,111.213204,0.7936098800803363,0.7717940449317424
CPD_C15_ADD_ACT_DIR_PASS_S99,CPD_C15_ADD_ACT_DIR_PASS,C15,99,additive_ca3_action_direct_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_PASS_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8725761772853186,1.0,0.0,0.1553939580917358,0.2049609252773076,11.0,31.706201553344727,0.0179839283897874,0.093522403089187,16.874513626098633,0.0,1268.224365234375,0.0,1,13.0,0.054166667163372,12.0,11.0,0.5041666626930237,4.859504222869873,5.0,0.1595138907432556,0.0,0.0,0.3347249031066894,0.1153846159577369,0.0887573957443237,0.0,0.0,0.0,0.0,77195.0,61191.0,0.7926808595657349,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_PASS_S99,65,75,305,10,69992448.0,35.686296259016395,0.0662568638622951,0.0006147540983606,0.946130971934426,0.0867048471378032,0.0008373925181672,0.0333378936327868,28.701639344262293,719.911475409836,42.10491803278688,690.9245901639345,21.58360655737705,515.9049180327869,0.1573770491803278,0.8574923241639344,1.0,,,,,21.58360655737705,537.4885245901639,36.55081967213115,537.4885245901639,8.757377049180327,0.3970355163606557,0.5149637040655738,0.2896811676557377,0.1826374986393442,1.825613375081967,0.0147992779008196,0.4966146015409836,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.5578947350000001,0.169478003,12.0,0.0,0.162818243,1311.0402299999998,30.0,0.6542224302855806,0.5905095084320057
CPD_C15_ADD_ACT_DIR_S123,CPD_C15_ADD_ACT_DIR,C15,123,additive_ca3_action_direct_none,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,none,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8753462603878116,1.0,0.0,0.1666958779096603,0.2430693673418286,15.0,31.92154884338379,0.0148095407618369,0.06162250002296,16.864891052246094,0.0625,1070.568603515625,100.0,1,10.0,0.0416666679084301,7.0,1.0,0.1000000014901161,1.9583333730697632,2.0,0.0652777776122093,0.0,0.0,1.0,0.1500000059604644,0.1049999967217445,0.0,0.0,0.0,0.0,52909.0,34205.0,0.6464873552322388,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_S123,65,75,305,10,69992448.0,27.75851718360656,0.0520119589245901,0.0,0.976834902295082,0.0763115400419672,0.0006549704593081,0.0396134044819672,26.06229508196721,564.8032786885246,26.05245901639344,534.383606557377,23.97377049180328,378.3639344262295,0.0491803278688524,0.933368525114754,1.0,,,,,23.97377049180328,402.3377049180328,26.645901639344263,402.3377049180328,1.0,0.1240437170295081,0.6054235052459016,0.3455942829639344,0.1685093572786885,2.0040821090491807,-0.0103535397056917,0.5198770491803278,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.532686982,0.155983136,15.8,0.0125,0.17345527,1059.082744,150.64495200000002,0.9464983339015732,0.8997169927402485
CPD_C15_ADD_ACT_DIR_S8,CPD_C15_ADD_ACT_DIR,C15,8,additive_ca3_action_direct_none,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,none,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.1407216191291809,0.3381431466378051,15.0,32.29938888549805,0.0261824839792493,0.1284601460317033,16.828113555908203,0.0,1008.5655517578124,223.60679626464844,1,12.0,0.050000000745058,12.0,1.0,0.2374999970197677,3.5789473056793213,3.0,0.1040244698524475,0.0,0.0,0.4517029821872711,0.125,0.0833333358168602,0.0,0.0,0.0,0.0,52626.0,36490.0,0.693383514881134,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_S8,65,75,305,10,69992448.0,38.45439261311476,0.0570662701016393,0.0,0.9843386773442624,0.0772425260888524,0.0016038140755114,0.0362015957409836,25.619672131147546,581.5770491803279,29.66229508196721,551.272131147541,23.41639344262295,407.6622950819672,0.1704918032786885,0.9190663909180328,1.0,,,,,23.41639344262295,431.0786885245902,29.56393442622951,431.0786885245902,1.9442622950819672,0.252472679462295,0.5017428804262295,0.4424123503606557,0.173720867652459,2.531977635245902,0.0157943638272459,0.5008196721311475,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.7304709119999999,0.226897896,13.9,0.00625,0.158227785,1053.63916,204.99736,0.8187052867144441,0.7920594432738162
CPD_C15_ADD_ACT_DIR_S99,CPD_C15_ADD_ACT_DIR,C15,99,additive_ca3_action_direct_none,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,direct,none,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_DIR_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8559556786703602,1.0,0.0,0.1508934795856475,0.2764324034005975,16.0,31.909486770629883,0.0154193535263125,0.0687375262793196,16.873659133911133,0.0,1348.9031982421875,100.0,1,8.0,0.0333333350718021,8.0,1.0,0.1041666641831398,2.5199999809265137,2.0,0.0582638904452323,0.0,0.0,0.5055659413337708,0.1875,0.1171875,0.0,0.0,0.0,0.0,45339.0,29640.0,0.6537418365478516,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_ACT_DIR_S99,65,75,305,10,69992448.0,36.49220472459016,0.0552453212360655,0.0,0.9851280337049182,0.0720697403081967,0.000850592405095,0.0333191246295082,25.298360655737707,586.6295081967213,28.072131147540983,556.655737704918,23.67540983606557,403.9016393442623,0.0786885245901639,0.9293149816721312,1.0,,,,,23.67540983606557,427.5770491803279,29.367213114754097,427.5770491803279,1.0,0.0895355190786885,0.676782556,0.4430932795737704,0.1413689846262295,3.104013401770492,-0.0041344503163934,0.5005191257049181,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.5614958449999999,0.193771099,15.0,0.0,0.165331124,1266.33682,103.251408,0.8551450391050593,0.8061851066205202
CPD_C15_ADD_CA3_BPTT_GOAL_S123,CPD_C15_ADD_CA3_BPTT_GOAL,C15,123,additive_ca3_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_GOAL_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8753462603878116,1.0,0.0,0.1415279507637024,0.2636016937324187,14.0,31.948150634765625,0.0143213141433148,0.0565284957791257,16.857498168945312,0.0,1096.873046875,161.80340576171875,1,12.0,0.050000000745058,12.0,1.0,0.262499988079071,3.952380895614624,4.0,0.1075479462742805,0.0,0.0,0.7001186609268188,0.125,0.0798611119389534,0.0,0.0,0.0,0.0,59629.0,41595.0,0.6975632905960083,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_GOAL_S123,65,75,305,10,69992448.0,29.86684642295082,0.066498002957377,0.0,0.9634425778032788,0.0785998179963934,0.0008808364571868,0.0371992098983606,28.97377049180328,592.4,33.74426229508197,562.1704918032787,23.4,442.3803278688525,0.0786885245901639,0.9103963472131148,1.0,,,,,23.4,465.78032786885245,31.81639344262295,465.78032786885245,2.8721311475409834,0.2058743160918032,0.5562377334754098,0.3904991777540983,0.3774287569508196,1.347664767409836,-0.0142905025393442,0.5020491803278688,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.642105264,0.184280408,15.1,0.0,0.147864937,1101.581479,183.005632,0.8148132328160808,0.7354699093157461
CPD_C15_ADD_CA3_BPTT_GOAL_S8,CPD_C15_ADD_CA3_BPTT_GOAL,C15,8,additive_ca3_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_GOAL_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.1641349196434021,0.2669692695945785,14.0,31.87240600585937,0.0154396956813604,0.0677689564593569,16.878812789916992,0.0,1249.86767578125,261.80340576171875,1,12.0,0.050000000745058,12.0,1.0,0.2583333253860473,3.4838709831237797,3.0,0.1122486740350723,0.0,0.0,0.2928932309150696,0.125,0.0902777761220932,0.0,0.0,0.0,0.0,67363.0,46749.0,0.6939862966537476,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_GOAL_S8,65,75,305,10,69992448.0,27.390246511475407,0.0647336866360655,0.0,0.9822985795737706,0.0784150456940983,0.0008059348388163,0.0512131931639344,28.30163934426229,543.2786885245902,32.855737704918035,512.6295081967213,24.495081967213117,425.9737704918033,0.1540983606557377,0.914073413442623,1.0,,,,,24.495081967213117,450.4688524590164,30.701639344262293,450.4688524590164,1.3934426229508197,0.2561612010754098,0.4862200545573771,0.344510789167213,0.2807883329508196,1.2855442995737705,-0.0084554968209508,0.5094262295081967,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.60249308,0.202534707,14.5,0.0,0.174892616,1162.99422,171.224176,0.812795521679669,0.7978428022212729
CPD_C15_ADD_CA3_BPTT_GOAL_S99,CPD_C15_ADD_CA3_BPTT_GOAL,C15,99,additive_ca3_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_GOAL_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8753462603878116,1.0,0.0,0.1857210993766784,0.17708988710863,13.0,35.264095306396484,0.0152985454175567,0.1576169912359656,16.647478103637695,0.125,1312.348876953125,100.0,1,7.0,0.029166666790843,4.0,1.0,0.045833334326744,1.454545497894287,1.0,0.0368055552244186,0.0,0.0,1.0,0.1428571492433548,0.1020408198237419,0.0,0.0,0.0,0.0,37361.0,23821.0,0.6375899910926819,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_GOAL_S99,65,75,305,10,69992448.0,41.74343370491803,0.0582197345475409,0.0153688524590163,0.9476712421967212,0.0719323122754098,0.0027298863392459,0.0437386846754098,27.478688524590165,597.4819672131148,28.318032786885247,567.3737704918033,23.478688524590165,372.527868852459,0.2459016393442623,0.9430981726557376,1.0,,,,,23.478688524590165,396.0065573770492,26.60655737704918,396.0065573770492,1.0,0.0475273228327868,0.7112232849180327,0.4797457696393442,0.2434961243606557,2.1372803306885246,0.0292864571278688,0.4914324760327868,70483968.0,0.0379506735,1.0,10000.0,1.0,0.0,0.651523533,0.1273404547,13.2,0.1918452404999999,0.182830888,1287.09985,107.71602,0.9214618797155708,0.8824399260628466
CPD_C15_ADD_CA3_BPTT_PASS_S123,CPD_C15_ADD_CA3_BPTT_PASS,C15,123,additive_ca3_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_PASS_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.1086795702576637,0.2797880802681529,15.0,32.24382019042969,0.0143920746963933,0.0726069366181913,16.711946487426758,0.0,1371.97265625,223.60679626464844,1,10.0,0.0416666679084301,10.0,1.0,0.1875,3.2666666507720947,3.0,0.0864335298538208,0.1041666641831398,0.0,0.1854636818170547,0.1500000059604644,0.1099999994039535,0.0,0.0,0.0,0.0,62128.0,45524.0,0.7327452898025513,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_PASS_S123,65,75,305,10,69992448.0,25.34421649508197,0.0647674061245901,0.0477459016393442,0.9349314197704918,0.0848742740970491,0.0006855900460295,0.0363335804731147,27.85573770491803,547.9540983606557,31.22295081967213,517.5311475409836,23.96065573770492,411.44262295081967,0.2327868852459016,0.9133270224262297,1.0,,,,,23.96065573770492,435.4032786885246,29.15081967213115,435.4032786885246,1.0,0.1856147542327869,0.5363217201639344,0.3951605626557377,0.3645535446885246,1.4046771528196722,0.0011076773121311,0.5021038308852459,70483968.0,0.0,1.0,10000.0,0.9625,0.0375,0.5919667420000001,0.199973,14.7,0.0129166669999999,0.1283225119,1170.19706,124.46461200000002,0.842622463353122,0.8219547857383871
CPD_C15_ADD_CA3_BPTT_PASS_S8,CPD_C15_ADD_CA3_BPTT_PASS,C15,8,additive_ca3_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_PASS_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.1605933159589767,0.2432406629633964,15.0,32.13401794433594,0.0182977684655912,0.0919634327514555,16.86798858642578,0.0625,1121.8465576171875,120.71067810058594,1,11.0,0.045833334326744,11.0,1.0,0.233333334326744,3.9464285373687744,3.5,0.096744380891323,0.0,0.0,0.8683252930641174,0.0909090936183929,0.0826446264982223,0.0,0.0,0.0,0.0,69324.0,54640.0,0.7881830334663391,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_PASS_S8,65,75,305,10,69992448.0,28.51079875737705,0.0665597384065573,0.0,0.964309767180328,0.0769207873196721,0.0006588347467147,0.0334439421901639,28.550819672131148,631.9704918032787,39.14098360655738,602.0754098360655,22.695081967213117,491.7573770491803,0.0491803278688524,0.8866556910491803,1.0,,,,,22.695081967213117,514.4524590163934,34.43934426229508,514.4524590163934,1.3737704918032787,0.2401775977704917,0.5190365749180327,0.3667135438229508,0.2731761859344262,1.4030914001639343,-0.000260341014918,0.4879098360655737,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.5903047050000001,0.179014037,15.2,0.0625,0.1617735239999999,1182.48635,184.185972,0.6949297996101571,0.658987052551409
CPD_C15_ADD_CA3_BPTT_PASS_S99,CPD_C15_ADD_CA3_BPTT_PASS,C15,99,additive_ca3_bptt_passive,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3,bptt,passive,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_CA3_BPTT_PASS_S99/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.1450763642787933,0.2708495752123813,13.0,32.0416145324707,0.0144948174670179,0.06269651992553,16.864723205566406,0.0,1257.946044921875,150.0,1,10.0,0.0416666679084301,6.0,1.0,0.1208333298563957,2.2413792610168457,2.0,0.0716666653752327,0.0,0.0,1.0,0.1500000059604644,0.0949999988079071,0.0,0.0,0.0,0.0,74806.0,56086.0,0.7497527003288269,0.0,ca3_feedback_predictive_dg,CPD_C15_ADD_CA3_BPTT_PASS_S99,65,75,305,10,69992448.0,25.991377980327872,0.0664891977672131,0.0,0.9766098752131148,0.0798336370613114,0.000771972221895,0.0475339142032786,28.688524590163933,578.7508196721311,35.55081967213115,548.3081967213114,23.688524590163933,453.9836065573771,0.081967213114754,0.8959286667868852,1.0,,,,,23.688524590163933,477.672131147541,32.2,477.672131147541,7.691803278688525,0.4098497272262295,0.5040871379344263,0.4680260732983606,0.3237558997377049,1.497618771147541,-0.0058854615693442,0.4852459016393443,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.6202216,0.189945421,15.2,0.0,0.155240811,1121.66862,217.217167,0.7645250404209802,0.7356684655330413
